SINAPI - Sistema Nacional de Pesquisa de Custos e Índices da Construção Civil,,,,
RELATÓRIO DE CUSTOS DE COMPOSIÇÕES - ENCARGOS SOCIAIS SEM DESONERAÇÃO,,,,
Grupo,"Código da
Composição",Descrição,Unidade,Custo (R$)
Argamassas,87384,"ARGAMASSA INDUSTRIALIZADA MULTIUSO PARA REVESTIMENTOS E ASSENTAMENTO DA ALVENARIA, PREPARO COM MISTURADOR DE EIXO HORIZONTAL DE 600 KG. AF_08/2019",M3,"1.468,50"
Argamassas,87398,"ARGAMASSA INDUSTRIALIZADA MULTIUSO PARA REVESTIMENTOS E ASSENTAMENTO DA ALVENARIA, PREPARO MANUAL. AF_08/2019",M3,"1.711,83"
Argamassas,87395,"ARGAMASSA INDUSTRIALIZADA PARA CHAPISCO COLANTE, PREPARO COM MISTURADOR DE EIXO HORIZONTAL DE 160 KG. AF_08/2019",M3,"2.903,68"
Argamassas,87396,"ARGAMASSA INDUSTRIALIZADA PARA CHAPISCO COLANTE, PREPARO COM MISTURADOR DE EIXO HORIZONTAL DE 300 KG. AF_08/2019",M3,"2.906,84"
Argamassas,87397,"ARGAMASSA INDUSTRIALIZADA PARA CHAPISCO COLANTE, PREPARO COM MISTURADOR DE EIXO HORIZONTAL DE 600 KG. AF_08/2019",M3,"2.909,12"
Argamassas,87402,"ARGAMASSA INDUSTRIALIZADA PARA CHAPISCO COLANTE, PREPARO MANUAL. AF_08/2019",M3,"3.165,65"
Argamassas,87391,"ARGAMASSA INDUSTRIALIZADA PARA CHAPISCO ROLADO, PREPARO COM MISTURADOR DE EIXO HORIZONTAL DE 160 KG. AF_08/2019",M3,"4.545,86"
Argamassas,87393,"ARGAMASSA INDUSTRIALIZADA PARA CHAPISCO ROLADO, PREPARO COM MISTURADOR DE EIXO HORIZONTAL DE 300 KG. AF_08/2019",M3,"4.571,08"
Argamassas,87394,"ARGAMASSA INDUSTRIALIZADA PARA CHAPISCO ROLADO, PREPARO COM MISTURADOR DE EIXO HORIZONTAL DE 600 KG. AF_08/2019",M3,"4.594,42"
Argamassas,87401,"ARGAMASSA INDUSTRIALIZADA PARA CHAPISCO ROLADO, PREPARO MANUAL. AF_08/2019",M3,"4.841,45"
Argamassas,87407,"ARGAMASSA INDUSTRIALIZADA PARA REVESTIMENTOS, MISTURA E PROJEÇÃO DE 1,5 M³/H DE ARGAMASSA. AF_08/2019",M3,"1.541,74"
Argamassas,87408,"ARGAMASSA INDUSTRIALIZADA PARA REVESTIMENTOS, MISTURA E PROJEÇÃO DE 2 M³/H DE ARGAMASSA. AF_08/2019",M3,"1.518,09"
Argamassas,87404,"ARGAMASSA PARA REVESTIMENTO DECORATIVO MONOCAMADA (MONOCAPA), MISTURA E PROJEÇÃO DE 1,5 M3/H DE ARGAMASSA. AF_08/2019",M3,"4.285,64"
Argamassas,87405,"ARGAMASSA PARA REVESTIMENTO DECORATIVO MONOCAMADA (MONOCAPA), MISTURA E PROJEÇÃO DE 2 M3/H DE ARGAMASSA. AF_08/2019",M3,"4.275,00"
Argamassas,87388,"ARGAMASSA PARA REVESTIMENTO DECORATIVO MONOCAMADA (MONOCAPA), PREPARO COM MISTURADOR DE EIXO HORIZONTAL DE 160 KG. AF_08/2019",M3,"4.087,68"
Argamassas,87389,"ARGAMASSA PARA REVESTIMENTO DECORATIVO MONOCAMADA (MONOCAPA), PREPARO COM MISTURADOR DE EIXO HORIZONTAL DE 300 KG. AF_08/2019",M3,"4.089,75"
Argamassas,87390,"ARGAMASSA PARA REVESTIMENTO DECORATIVO MONOCAMADA (MONOCAPA), PREPARO COM MISTURADOR DE EIXO HORIZONTAL DE 600 KG. AF_08/2019",M3,"4.096,76"
Argamassas,87385,"ARGAMASSA PRONTA PARA CONTRAPISO, PREPARO COM MISTURADOR DE EIXO HORIZONTAL DE 160 KG. AF_08/2019",M3,"1.747,50"
Argamassas,87386,"ARGAMASSA PRONTA PARA CONTRAPISO, PREPARO COM MISTURADOR DE EIXO HORIZONTAL DE 300 KG. AF_08/2019",M3,"1.723,48"
Argamassas,87387,"ARGAMASSA PRONTA PARA CONTRAPISO, PREPARO COM MISTURADOR DE EIXO HORIZONTAL DE 600 KG. AF_08/2019",M3,"1.703,81"
Argamassas,87399,"ARGAMASSA PRONTA PARA CONTRAPISO, PREPARO MANUAL. AF_08/2019",M3,"1.953,62"
Argamassas,88627,"ARGAMASSA TRAÇO 1:0,5:4,5 (EM VOLUME DE CIMENTO, CAL E AREIA MÉDIA ÚMIDA) PARA ASSENTAMENTO DE ALVENARIA, PREPARO MANUAL. AF_08/2019",M3,"768,06"
Argamassas,100463,"ARGAMASSA TRAÇO 1:0,5:4,5 (EM VOLUME DE CIMENTO, CAL E AREIA MÉDIA ÚMIDA), PREPARO MECÂNICO COM BETONEIRA 250 L. AF_08/2019",M3,-
Argamassas,88626,"ARGAMASSA TRAÇO 1:0,5:4,5 (EM VOLUME DE CIMENTO, CAL E AREIA MÉDIA ÚMIDA), PREPARO MECÂNICO COM BETONEIRA 400 L. AF_08/2019",M3,"669,70"
Argamassas,100488,"ARGAMASSA TRAÇO 1:0,5:4,5 (EM VOLUME DE CIMENTO, CAL E AREIA MÉDIA ÚMIDA), PREPARO MECÂNICO COM BETONEIRA 600 L. AF_08/2019",M3,"653,93"
Argamassas,100464,"ARGAMASSA TRAÇO 1:0,5:4,5 (EM VOLUME DE CIMENTO, CAL E AREIA MÉDIA ÚMIDA), PREPARO MECÂNICO COM MISTURADOR DE EIXO HORIZONTAL DE 160 KG. AF_08/2019",M3,"705,54"
Argamassas,100465,"ARGAMASSA TRAÇO 1:0,5:4,5 (EM VOLUME DE CIMENTO, CAL E AREIA MÉDIA ÚMIDA), PREPARO MECÂNICO COM MISTURADOR DE EIXO HORIZONTAL DE 300 KG. AF_08/2019",M3,"653,20"
Argamassas,100466,"ARGAMASSA TRAÇO 1:0,5:4,5 (EM VOLUME DE CIMENTO, CAL E AREIA MÉDIA ÚMIDA), PREPARO MECÂNICO COM MISTURADOR DE EIXO HORIZONTAL DE 600 KG. AF_08/2019",M3,"624,80"
Argamassas,87368,"ARGAMASSA TRAÇO 1:1,5:7,5 (EM VOLUME DE CIMENTO, CAL E AREIA MÉDIA ÚMIDA) PARA EMBOÇO/MASSA ÚNICA/ASSENTAMENTO DE ALVENARIA DE VEDAÇÃO, PREPARO MANUAL. AF_08/2019",M3,"814,07"
Argamassas,100450,"ARGAMASSA TRAÇO 1:1,5:7,5 (EM VOLUME DE CIMENTO, CAL E AREIA MÉDIA ÚMIDA) PARA EMBOÇO/MASSA ÚNICA/ASSENTAMENTO DE ALVENARIA DE VEDAÇÃO, PREPARO MECÂNICO COM BETONEIRA 250 L. AF_08/2019",M3,-
Argamassas,87289,"ARGAMASSA TRAÇO 1:1,5:7,5 (EM VOLUME DE CIMENTO, CAL E AREIA MÉDIA ÚMIDA) PARA EMBOÇO/MASSA ÚNICA/ASSENTAMENTO DE ALVENARIA DE VEDAÇÃO, PREPARO MECÂNICO COM BETONEIRA 400 L. AF_08/2019",M3,"692,36"
Argamassas,87290,"ARGAMASSA TRAÇO 1:1,5:7,5 (EM VOLUME DE CIMENTO, CAL E AREIA MÉDIA ÚMIDA) PARA EMBOÇO/MASSA ÚNICA/ASSENTAMENTO DE ALVENARIA DE VEDAÇÃO, PREPARO MECÂNICO COM BETONEIRA 600 L. AF_08/2019",M3,"674,76"
Argamassas,87333,"ARGAMASSA TRAÇO 1:1,5:7,5 (EM VOLUME DE CIMENTO, CAL E AREIA MÉDIA ÚMIDA) PARA EMBOÇO/MASSA ÚNICA/ASSENTAMENTO DE ALVENARIA DE VEDAÇÃO, PREPARO MECÂNICO COM MISTURADOR DE EIXO HORIZONTAL DE 300 KG. AF_08/2019",M3,"698,74"
Argamassas,87334,"ARGAMASSA TRAÇO 1:1,5:7,5 (EM VOLUME DE CIMENTO, CAL E AREIA MÉDIA ÚMIDA) PARA EMBOÇO/MASSA ÚNICA/ASSENTAMENTO DE ALVENARIA DE VEDAÇÃO, PREPARO MECÂNICO COM MISTURADOR DE EIXO HORIZONTAL DE 600 KG. AF_08/2019",M3,"645,37"
Argamassas,105515,"ARGAMASSA TRAÇO 1:1,93 (EM VOLUME DE CIMENTO E AREIA MÉDIA ÚMIDA), FCK 20MPA, PREPARO MECÂNICO COM MISTURADOR DUPLO HORIZONTAL DE ALTA TURBULÊNCIA. AF_03/2020",M3,"938,34"
Argamassas,87367,"ARGAMASSA TRAÇO 1:1:6 (EM VOLUME DE CIMENTO, CAL E AREIA MÉDIA ÚMIDA) PARA EMBOÇO/MASSA ÚNICA/ASSENTAMENTO DE ALVENARIA DE VEDAÇÃO, PREPARO MANUAL. AF_08/2019",M3,"825,49"
Argamassas,100449,"ARGAMASSA TRAÇO 1:1:6 (EM VOLUME DE CIMENTO, CAL E AREIA MÉDIA ÚMIDA) PARA EMBOÇO/MASSA ÚNICA/ASSENTAMENTO DE ALVENARIA DE VEDAÇÃO, PREPARO MECÂNICO COM BETONEIRA 250 L. AF_08/2019",M3,-
Argamassas,87286,"ARGAMASSA TRAÇO 1:1:6 (EM VOLUME DE CIMENTO, CAL E AREIA MÉDIA ÚMIDA) PARA EMBOÇO/MASSA ÚNICA/ASSENTAMENTO DE ALVENARIA DE VEDAÇÃO, PREPARO MECÂNICO COM BETONEIRA 400 L. AF_08/2019",M3,"709,95"
Argamassas,87287,"ARGAMASSA TRAÇO 1:1:6 (EM VOLUME DE CIMENTO, CAL E AREIA MÉDIA ÚMIDA) PARA EMBOÇO/MASSA ÚNICA/ASSENTAMENTO DE ALVENARIA DE VEDAÇÃO, PREPARO MECÂNICO COM BETONEIRA 600 L. AF_08/2019",M3,"680,58"
Argamassas,87331,"ARGAMASSA TRAÇO 1:1:6 (EM VOLUME DE CIMENTO, CAL E AREIA MÉDIA ÚMIDA) PARA EMBOÇO/MASSA ÚNICA/ASSENTAMENTO DE ALVENARIA DE VEDAÇÃO, PREPARO MECÂNICO COM MISTURADOR DE EIXO HORIZONTAL DE 300 KG. AF_08/2019",M3,"740,18"
Argamassas,87332,"ARGAMASSA TRAÇO 1:1:6 (EM VOLUME DE CIMENTO, CAL E AREIA MÉDIA ÚMIDA) PARA EMBOÇO/MASSA ÚNICA/ASSENTAMENTO DE ALVENARIA DE VEDAÇÃO, PREPARO MECÂNICO COM MISTURADOR DE EIXO HORIZONTAL DE 600 KG. AF_08/2019",M3,"653,78"
Argamassas,87369,"ARGAMASSA TRAÇO 1:2:8 (EM VOLUME DE CIMENTO, CAL E AREIA MÉDIA ÚMIDA) PARA EMBOÇO/MASSA ÚNICA/ASSENTAMENTO DE ALVENARIA DE VEDAÇÃO, PREPARO MANUAL. AF_08/2019",M3,"833,82"
Argamassas,100451,"ARGAMASSA TRAÇO 1:2:8 (EM VOLUME DE CIMENTO, CAL E AREIA MÉDIA ÚMIDA) PARA EMBOÇO/MASSA ÚNICA/ASSENTAMENTO DE ALVENARIA DE VEDAÇÃO, PREPARO MECÂNICO COM BETONEIRA 250 L. AF_08/2019",M3,-
Argamassas,87292,"ARGAMASSA TRAÇO 1:2:8 (EM VOLUME DE CIMENTO, CAL E AREIA MÉDIA ÚMIDA) PARA EMBOÇO/MASSA ÚNICA/ASSENTAMENTO DE ALVENARIA DE VEDAÇÃO, PREPARO MECÂNICO COM BETONEIRA 400 L. AF_08/2019",M3,"706,66"
Argamassas,87335,"ARGAMASSA TRAÇO 1:2:8 (EM VOLUME DE CIMENTO, CAL E AREIA MÉDIA ÚMIDA) PARA EMBOÇO/MASSA ÚNICA/ASSENTAMENTO DE ALVENARIA DE VEDAÇÃO, PREPARO MECÂNICO COM MISTURADOR DE EIXO HORIZONTAL DE 300 KG. AF_08/2019",M3,"688,91"
Argamassas,87336,"ARGAMASSA TRAÇO 1:2:8 (EM VOLUME DE CIMENTO, CAL E AREIA MÉDIA ÚMIDA) PARA EMBOÇO/MASSA ÚNICA/ASSENTAMENTO DE ALVENARIA DE VEDAÇÃO, PREPARO MECÂNICO COM MISTURADOR DE EIXO HORIZONTAL DE 600 KG. AF_08/2019",M3,"665,96"
Argamassas,87370,"ARGAMASSA TRAÇO 1:2:9 (EM VOLUME DE CIMENTO, CAL E AREIA MÉDIA ÚMIDA) PARA EMBOÇO/MASSA ÚNICA/ASSENTAMENTO DE ALVENARIA DE VEDAÇÃO, PREPARO MANUAL. AF_08/2019",M3,"808,38"
Argamassas,100452,"ARGAMASSA TRAÇO 1:2:9 (EM VOLUME DE CIMENTO, CAL E AREIA MÉDIA ÚMIDA) PARA EMBOÇO/MASSA ÚNICA/ASSENTAMENTO DE ALVENARIA DE VEDAÇÃO, PREPARO MECÂNICO COM BETONEIRA 250 L. AF_08/2019",M3,-
Argamassas,88715,"ARGAMASSA TRAÇO 1:2:9 (EM VOLUME DE CIMENTO, CAL E AREIA MÉDIA ÚMIDA) PARA EMBOÇO/MASSA ÚNICA/ASSENTAMENTO DE ALVENARIA DE VEDAÇÃO, PREPARO MECÂNICO COM BETONEIRA 400 L. AF_08/2019",M3,"672,29"
Argamassas,87294,"ARGAMASSA TRAÇO 1:2:9 (EM VOLUME DE CIMENTO, CAL E AREIA MÉDIA ÚMIDA) PARA EMBOÇO/MASSA ÚNICA/ASSENTAMENTO DE ALVENARIA DE VEDAÇÃO, PREPARO MECÂNICO COM BETONEIRA 600 L. AF_08/2019",M3,"675,97"
Argamassas,87337,"ARGAMASSA TRAÇO 1:2:9 (EM VOLUME DE CIMENTO, CAL E AREIA MÉDIA ÚMIDA) PARA EMBOÇO/MASSA ÚNICA/ASSENTAMENTO DE ALVENARIA DE VEDAÇÃO, PREPARO MECÂNICO COM MISTURADOR DE EIXO HORIZONTAL DE 300 KG. AF_08/2019",M3,"683,95"
Argamassas,100487,"ARGAMASSA TRAÇO 1:2:9 (EM VOLUME DE CIMENTO, CAL E AREIA MÉDIA ÚMIDA) PARA EMBOÇO/MASSA ÚNICA/ASSENTAMENTO DE ALVENARIA DE VEDAÇÃO, PREPARO MECÂNICO COM MISTURADOR DE EIXO HORIZONTAL DE 600 KG. AF_08/2019",M3,"635,38"
Argamassas,87380,"ARGAMASSA TRAÇO 1:3 (EM VOLUME DE CIMENTO E AREIA GROSSA ÚMIDA) COM ADIÇÃO DE EMULSÃO POLIMÉRICA PARA CHAPISCO ROLADO, PREPARO MANUAL. AF_08/2019",M3,"3.208,79"
Argamassas,100461,"ARGAMASSA TRAÇO 1:3 (EM VOLUME DE CIMENTO E AREIA GROSSA ÚMIDA) COM ADIÇÃO DE EMULSÃO POLIMÉRICA PARA CHAPISCO ROLADO, PREPARO MECÂNICO COM BETONEIRA 250 L. AF_08/2019",M3,-
Argamassas,87322,"ARGAMASSA TRAÇO 1:3 (EM VOLUME DE CIMENTO E AREIA GROSSA ÚMIDA) COM ADIÇÃO DE EMULSÃO POLIMÉRICA PARA CHAPISCO ROLADO, PREPARO MECÂNICO COM BETONEIRA 400 L. AF_08/2019",M3,"3.110,42"
Argamassas,87323,"ARGAMASSA TRAÇO 1:3 (EM VOLUME DE CIMENTO E AREIA GROSSA ÚMIDA) COM ADIÇÃO DE EMULSÃO POLIMÉRICA PARA CHAPISCO ROLADO, PREPARO MECÂNICO COM BETONEIRA 600 L. AF_08/2019",M3,"3.096,39"
Argamassas,87360,"ARGAMASSA TRAÇO 1:3 (EM VOLUME DE CIMENTO E AREIA GROSSA ÚMIDA) COM ADIÇÃO DE EMULSÃO POLIMÉRICA PARA CHAPISCO ROLADO, PREPARO MECÂNICO COM MISTURADOR DE EIXO HORIZONTAL DE 160 KG. AF_08/2019",M3,"3.103,68"
Argamassas,87361,"ARGAMASSA TRAÇO 1:3 (EM VOLUME DE CIMENTO E AREIA GROSSA ÚMIDA) COM ADIÇÃO DE EMULSÃO POLIMÉRICA PARA CHAPISCO ROLADO, PREPARO MECÂNICO COM MISTURADOR DE EIXO HORIZONTAL DE 300 KG. AF_08/2019",M3,"3.034,53"
Argamassas,87362,"ARGAMASSA TRAÇO 1:3 (EM VOLUME DE CIMENTO E AREIA GROSSA ÚMIDA) COM ADIÇÃO DE EMULSÃO POLIMÉRICA PARA CHAPISCO ROLADO, PREPARO MECÂNICO COM MISTURADOR DE EIXO HORIZONTAL DE 600 KG. AF_08/2019",M3,"3.017,70"
Argamassas,87377,"ARGAMASSA TRAÇO 1:3 (EM VOLUME DE CIMENTO E AREIA GROSSA ÚMIDA) PARA CHAPISCO CONVENCIONAL, PREPARO MANUAL. AF_08/2019",M3,"762,90"
Argamassas,100458,"ARGAMASSA TRAÇO 1:3 (EM VOLUME DE CIMENTO E AREIA GROSSA ÚMIDA) PARA CHAPISCO CONVENCIONAL, PREPARO MECÂNICO COM BETONEIRA 250 L. AF_08/2019",M3,-
Argamassas,87313,"ARGAMASSA TRAÇO 1:3 (EM VOLUME DE CIMENTO E AREIA GROSSA ÚMIDA) PARA CHAPISCO CONVENCIONAL, PREPARO MECÂNICO COM BETONEIRA 400 L. AF_08/2019",M3,"627,15"
Argamassas,87314,"ARGAMASSA TRAÇO 1:3 (EM VOLUME DE CIMENTO E AREIA GROSSA ÚMIDA) PARA CHAPISCO CONVENCIONAL, PREPARO MECÂNICO COM BETONEIRA 600 L. AF_08/2019",M3,"611,62"
Argamassas,87352,"ARGAMASSA TRAÇO 1:3 (EM VOLUME DE CIMENTO E AREIA GROSSA ÚMIDA) PARA CHAPISCO CONVENCIONAL, PREPARO MECÂNICO COM MISTURADOR DE EIXO HORIZONTAL DE 160 KG. AF_08/2019",M3,"738,68"
Argamassas,87353,"ARGAMASSA TRAÇO 1:3 (EM VOLUME DE CIMENTO E AREIA GROSSA ÚMIDA) PARA CHAPISCO CONVENCIONAL, PREPARO MECÂNICO COM MISTURADOR DE EIXO HORIZONTAL DE 300 KG. AF_08/2019",M3,"634,17"
Argamassas,87354,"ARGAMASSA TRAÇO 1:3 (EM VOLUME DE CIMENTO E AREIA GROSSA ÚMIDA) PARA CHAPISCO CONVENCIONAL, PREPARO MECÂNICO COM MISTURADOR DE EIXO HORIZONTAL DE 600 KG. AF_08/2019",M3,"584,33"
Argamassas,100480,"ARGAMASSA TRAÇO 1:3 (EM VOLUME DE CIMENTO E AREIA MÉDIA ÚMIDA) COM ADIÇÃO DE IMPERMEABILIZANTE, PREPARO MANUAL. AF_08/2019",M3,"904,71"
Argamassas,100476,"ARGAMASSA TRAÇO 1:3 (EM VOLUME DE CIMENTO E AREIA MÉDIA ÚMIDA) COM ADIÇÃO DE IMPERMEABILIZANTE, PREPARO MECÂNICO COM BETONEIRA 250 L. AF_08/2019",M3,-
Argamassas,100475,"ARGAMASSA TRAÇO 1:3 (EM VOLUME DE CIMENTO E AREIA MÉDIA ÚMIDA) COM ADIÇÃO DE IMPERMEABILIZANTE, PREPARO MECÂNICO COM BETONEIRA 400 L. AF_08/2019",M3,"800,69"
Argamassas,100491,"ARGAMASSA TRAÇO 1:3 (EM VOLUME DE CIMENTO E AREIA MÉDIA ÚMIDA) COM ADIÇÃO DE IMPERMEABILIZANTE, PREPARO MECÂNICO COM BETONEIRA 600 L. AF_08/2019",M3,"795,17"
Argamassas,100477,"ARGAMASSA TRAÇO 1:3 (EM VOLUME DE CIMENTO E AREIA MÉDIA ÚMIDA) COM ADIÇÃO DE IMPERMEABILIZANTE, PREPARO MECÂNICO COM MISTURADOR DE EIXO HORIZONTAL DE 160 KG. AF_08/2019",M3,"889,02"
Argamassas,100478,"ARGAMASSA TRAÇO 1:3 (EM VOLUME DE CIMENTO E AREIA MÉDIA ÚMIDA) COM ADIÇÃO DE IMPERMEABILIZANTE, PREPARO MECÂNICO COM MISTURADOR DE EIXO HORIZONTAL DE 300 KG. AF_08/2019",M3,"785,70"
Argamassas,100479,"ARGAMASSA TRAÇO 1:3 (EM VOLUME DE CIMENTO E AREIA MÉDIA ÚMIDA) COM ADIÇÃO DE IMPERMEABILIZANTE, PREPARO MECÂNICO COM MISTURADOR DE EIXO HORIZONTAL DE 600 KG. AF_08/2019",M3,"760,00"
Argamassas,87372,"ARGAMASSA TRAÇO 1:3 (EM VOLUME DE CIMENTO E AREIA MÉDIA ÚMIDA) PARA CONTRAPISO, PREPARO MANUAL. AF_08/2019",M3,"938,18"
Argamassas,100453,"ARGAMASSA TRAÇO 1:3 (EM VOLUME DE CIMENTO E AREIA MÉDIA ÚMIDA) PARA CONTRAPISO, PREPARO MECÂNICO COM BETONEIRA 250 L. AF_08/2019",M3,-
Argamassas,87298,"ARGAMASSA TRAÇO 1:3 (EM VOLUME DE CIMENTO E AREIA MÉDIA ÚMIDA) PARA CONTRAPISO, PREPARO MECÂNICO COM BETONEIRA 400 L. AF_08/2019",M3,"796,27"
Argamassas,87299,"ARGAMASSA TRAÇO 1:3 (EM VOLUME DE CIMENTO E AREIA MÉDIA ÚMIDA) PARA CONTRAPISO, PREPARO MECÂNICO COM BETONEIRA 600 L. AF_08/2019",M3,"557,18"
Argamassas,87339,"ARGAMASSA TRAÇO 1:3 (EM VOLUME DE CIMENTO E AREIA MÉDIA ÚMIDA) PARA CONTRAPISO, PREPARO MECÂNICO COM MISTURADOR DE EIXO HORIZONTAL DE 160 KG. AF_08/2019",M3,"964,84"
Argamassas,87340,"ARGAMASSA TRAÇO 1:3 (EM VOLUME DE CIMENTO E AREIA MÉDIA ÚMIDA) PARA CONTRAPISO, PREPARO MECÂNICO COM MISTURADOR DE EIXO HORIZONTAL DE 300 KG. AF_08/2019",M3,"796,22"
Argamassas,87341,"ARGAMASSA TRAÇO 1:3 (EM VOLUME DE CIMENTO E AREIA MÉDIA ÚMIDA) PARA CONTRAPISO, PREPARO MECÂNICO COM MISTURADOR DE EIXO HORIZONTAL DE 600 KG. AF_08/2019",M3,"750,59"
Argamassas,88629,"ARGAMASSA TRAÇO 1:3 (EM VOLUME DE CIMENTO E AREIA MÉDIA ÚMIDA), PREPARO MANUAL. AF_08/2019",M3,"768,59"
Argamassas,100467,"ARGAMASSA TRAÇO 1:3 (EM VOLUME DE CIMENTO E AREIA MÉDIA ÚMIDA), PREPARO MECÂNICO COM BETONEIRA 250 L. AF_08/2019",M3,-
Argamassas,88628,"ARGAMASSA TRAÇO 1:3 (EM VOLUME DE CIMENTO E AREIA MÉDIA ÚMIDA), PREPARO MECÂNICO COM BETONEIRA 400 L. AF_08/2019",M3,"661,79"
Argamassas,100489,"ARGAMASSA TRAÇO 1:3 (EM VOLUME DE CIMENTO E AREIA MÉDIA ÚMIDA), PREPARO MECÂNICO COM BETONEIRA 600 L. AF_08/2019",M3,"655,36"
Argamassas,100468,"ARGAMASSA TRAÇO 1:3 (EM VOLUME DE CIMENTO E AREIA MÉDIA ÚMIDA), PREPARO MECÂNICO COM MISTURADOR DE EIXO HORIZONTAL DE 160 KG. AF_08/2019",M3,"814,30"
Argamassas,100469,"ARGAMASSA TRAÇO 1:3 (EM VOLUME DE CIMENTO E AREIA MÉDIA ÚMIDA), PREPARO MECÂNICO COM MISTURADOR DE EIXO HORIZONTAL DE 300 KG. AF_08/2019",M3,"649,98"
Argamassas,100470,"ARGAMASSA TRAÇO 1:3 (EM VOLUME DE CIMENTO E AREIA MÉDIA ÚMIDA), PREPARO MECÂNICO COM MISTURADOR DE EIXO HORIZONTAL DE 600 KG. AF_08/2019",M3,"604,34"
Argamassas,87371,"ARGAMASSA TRAÇO 1:3:12 (EM VOLUME DE CIMENTO, CAL E AREIA MÉDIA ÚMIDA) PARA EMBOÇO/MASSA ÚNICA/ASSENTAMENTO DE ALVENARIA DE VEDAÇÃO, PREPARO MANUAL. AF_08/2019",M3,"799,91"
Argamassas,87295,"ARGAMASSA TRAÇO 1:3:12 (EM VOLUME DE CIMENTO, CAL E AREIA MÉDIA ÚMIDA) PARA EMBOÇO/MASSA ÚNICA/ASSENTAMENTO DE ALVENARIA DE VEDAÇÃO, PREPARO MECÂNICO COM BETONEIRA 400 L. AF_08/2019",M3,"705,35"
Argamassas,87296,"ARGAMASSA TRAÇO 1:3:12 (EM VOLUME DE CIMENTO, CAL E AREIA MÉDIA ÚMIDA) PARA EMBOÇO/MASSA ÚNICA/ASSENTAMENTO DE ALVENARIA DE VEDAÇÃO, PREPARO MECÂNICO COM BETONEIRA 600 L. AF_08/2019",M3,"662,42"
Argamassas,87338,"ARGAMASSA TRAÇO 1:3:12 (EM VOLUME DE CIMENTO, CAL E AREIA MÉDIA ÚMIDA) PARA EMBOÇO/MASSA ÚNICA/ASSENTAMENTO DE ALVENARIA DE VEDAÇÃO, PREPARO MECÂNICO COM MISTURADOR DE EIXO HORIZONTAL DE 600 KG. AF_08/2019",M3,"660,85"
Argamassas,88630,"ARGAMASSA TRAÇO 1:4 (CIMENTO E AREIA MÉDIA), PREPARO MECÂNICO COM BETONEIRA 400 L. AF_08/2019",M3,"588,31"
Argamassas,87381,"ARGAMASSA TRAÇO 1:4 (EM VOLUME DE CIMENTO E AREIA GROSSA ÚMIDA) COM ADIÇÃO DE EMULSÃO POLIMÉRICA PARA CHAPISCO ROLADO, PREPARO MANUAL. AF_08/2019",M3,"3.150,79"
Argamassas,100462,"ARGAMASSA TRAÇO 1:4 (EM VOLUME DE CIMENTO E AREIA GROSSA ÚMIDA) COM ADIÇÃO DE EMULSÃO POLIMÉRICA PARA CHAPISCO ROLADO, PREPARO MECÂNICO COM BETONEIRA 250 L. AF_08/2019",M3,-
Argamassas,87325,"ARGAMASSA TRAÇO 1:4 (EM VOLUME DE CIMENTO E AREIA GROSSA ÚMIDA) COM ADIÇÃO DE EMULSÃO POLIMÉRICA PARA CHAPISCO ROLADO, PREPARO MECÂNICO COM BETONEIRA 400 L. AF_08/2019",M3,"3.039,27"
Argamassas,87326,"ARGAMASSA TRAÇO 1:4 (EM VOLUME DE CIMENTO E AREIA GROSSA ÚMIDA) COM ADIÇÃO DE EMULSÃO POLIMÉRICA PARA CHAPISCO ROLADO, PREPARO MECÂNICO COM BETONEIRA 600 L. AF_08/2019",M3,"3.030,26"
Argamassas,87363,"ARGAMASSA TRAÇO 1:4 (EM VOLUME DE CIMENTO E AREIA GROSSA ÚMIDA) COM ADIÇÃO DE EMULSÃO POLIMÉRICA PARA CHAPISCO ROLADO, PREPARO MECÂNICO COM MISTURADOR DE EIXO HORIZONTAL DE 300 KG. AF_08/2019",M3,"3.031,31"
Argamassas,87364,"ARGAMASSA TRAÇO 1:4 (EM VOLUME DE CIMENTO E AREIA GROSSA ÚMIDA) COM ADIÇÃO DE EMULSÃO POLIMÉRICA PARA CHAPISCO ROLADO, PREPARO MECÂNICO COM MISTURADOR DE EIXO HORIZONTAL DE 600 KG. AF_08/2019",M3,"2.973,11"
Argamassas,87378,"ARGAMASSA TRAÇO 1:4 (EM VOLUME DE CIMENTO E AREIA GROSSA ÚMIDA) PARA CHAPISCO CONVENCIONAL, PREPARO MANUAL. AF_08/2019",M3,"702,80"
Argamassas,100459,"ARGAMASSA TRAÇO 1:4 (EM VOLUME DE CIMENTO E AREIA GROSSA ÚMIDA) PARA CHAPISCO CONVENCIONAL, PREPARO MECÂNICO COM BETONEIRA 250 L. AF_08/2019",M3,-
Argamassas,87316,"ARGAMASSA TRAÇO 1:4 (EM VOLUME DE CIMENTO E AREIA GROSSA ÚMIDA) PARA CHAPISCO CONVENCIONAL, PREPARO MECÂNICO COM BETONEIRA 400 L. AF_08/2019",M3,"585,33"
Argamassas,87317,"ARGAMASSA TRAÇO 1:4 (EM VOLUME DE CIMENTO E AREIA GROSSA ÚMIDA) PARA CHAPISCO CONVENCIONAL, PREPARO MECÂNICO COM BETONEIRA 600 L. AF_08/2019",M3,"560,05"
